"No","Name","Date","Comment","Star"
"202","NETIJEN","05-08-2019","topup virtual lama masuk, pas nanya ke CS diminta bukti topup, udah dikirim suruh nunggu 24 jam, buat yang belum pakai shopee jangan coba2 deh.","1"
"203","Eka Purnama","05-08-2019","TIDAK BISA LOGIN. SETELAH DIUPDATE, KODE VERIFIKASI CUMA MUNCUL SBG POPUP AJA, BUKAN DI SMS. MANA KODE VERIFIKASINYA SERING TELAT!!!","2"
"204","Fahrurrozi","05-08-2019","Saya heran, kok belakangan ini aplikasinya sering bermasalah, aplikasi ini Top Number 1 loh untuk kategori shopping, masa iyah aplikasi bermasalah di biarin terlalu lama, kesel gitu nyoba keluar masuk aplikasi tapi nggak juga bisa, mau ""Coba lagi"" sampe brapa kali, ha!?","3"
"205","Eudia Indriani","05-08-2019","Kode pos nya salah :( Tolong di benerin.","1"
"206","Syaiful huda","05-08-2019","kirim otp gk ada msuk ke nomor","1"
"207","Vicky Firmansyah","05-08-2019","I just sign up and using referral code that I got from my friend for my first transaction, and guess what next after my first transaction? They froze my account and accuse me for promotion abuse (which I'm not). I already contact the CS team and explain everything, then they said it was 'automatical...Full Review","1"
"208","Khairina Zahra","05-08-2019","verifikasi sms ga masuk. aplikasi macam apa ini... buruk sekali.","1"
"209","lanns","05-08-2019","kenapa shopee udah hampir 5hari gak bisa lihat product ato refresh ya?? cuma bisa buka apps sampai home saja. memory dan quota masih banyak padahal.","2"
"210","Rizal Bani Nurzaman","04-08-2019","Good","4"
"211","Anisa Rismawati","04-08-2019","kenapa komentar saya dihapus? seolah solah pihak shopee tidak ingin menyelesaikan permasalahan saya. saya sangat amat kecewa dengan pelayanan shopee express, mereka bilang saya sudah menerima barang tsb, saya bersumpah demi tuhan saya sama sekali tidak pernah menerima barang tsb. bukan masalah nomin...Full Review","1"
"212","coc wae","04-08-2019","aplikasi paling amazing, kalau sudah logout ga ada harapan bakal bisa login. bangsat lu","1"
"213","Ngakan Putu Oka","04-08-2019","not all of my order have been sent, but not all of many returned","4"
"214","Raihan Nadhifa","04-08-2019","worst marketplace, ""server error"" everytime","1"
"215","A Google user","04-08-2019","ga bisa belanja, karna tiap mau searching atau mau ke menu keranjang belanja selalu dibilang ""oops! terjadi kesalahan"" dan ini selalu terjadi. Mohon untuk ditindaklanjuti","2"
"216","Shalhan Ridhan Warliana","04-08-2019","Probably one of the worst shopping experience I have is this app. It's very slow and laggy. It's often showing up error message. Please fix this soon.","1"
"217","Dicky Darmawan","04-08-2019","Susah buat ganti nomor telpon (nomor telpon yg lama udh ilang+lupa nomor telpon yg lama).","1"
"218","Vicki Dewi","04-08-2019","Saya tidak bisa menggunakan Shopee lagi sejak seminggu terakhir. Selalu saja ada tulisan ""kesalahan terjadi bla bla bla"". Sudah bersihkan cache, sudah instal ulang, masih seperti ini.","2"
"219","Vie Ra","04-08-2019","penipu kasih kode ff","1"
"220","Denise Natasha","04-08-2019","Tidak bisa melihat atau membeli produk apapun. Tertulis ""produk tidak ditemukan"" dan ""terjadi kesalahan"". Sudah berlangsung sekitar seminggu, tolong diatasi!!","1"
"221","pramitha rahayu","04-08-2019","payah bener. awalnya rajin update malah ga bisa dipake. coba install ulang tambah ga bisa dipake. ga muncul gambar apa pun","1"
"222","Afrie Haykal","04-08-2019","The app is slow, crash all the time, can't even search. Clearly this app is not optimized for older phone or phone with less than 2GB ram. Even though it used to be smooth even when using older phone or phone with less than 2GB ram. Too bad.","1"
"223","Cold Angel","04-08-2019","I HATE YOUR AD SHOPEE POOP!!!!!! NOBODY LIKES IT TO! POOP","1"
"224","Ricky Setiawan","04-08-2019","Parah nih. Dibilang kalo dana di shopee pay dikembalikan dalam waktu 3x24 jam. Ini udah 5 hari tidak ada pengembalian dana. Udah buat laporan malah disuruh menunggu lagi. Coba gak ada laporan, gak mungkin diproses. Kalo ada bintang negatif, udah kukasi deh.","1"
"225","Maulana Raharja","04-08-2019","barng murah,tp aplnx sering troble padahal uda d update","5"
"226","Regino Angelo Warbung","04-08-2019","Saya pengguna setia Shopee, banyak bonus coinsnya. Bonus 50,000 coins Product Digital untuk pembelian token listrik kadang ada kadang tidak. Harusnya ada terus dong.","5"
"227","Adya Sena","04-08-2019","please make a seller app","4"
"228","J D","04-08-2019","LEMOT ERROR MULU BIKIN EMOSI! pdhl koneksi internet ga ada masalah ini app ny aja yg bego udh di uninstall/force close trs open lg msh sama aj. FIX IT ASAP!!!!!!!","1"
"229","Lucky Cahyadi","04-08-2019","ggood","5"
"230","Nabila Faiza","04-08-2019","beli pulsa yg pertama dana dikembalikan. pembelian kedua katanya berhasil tapi pulsa gak masuk2.","3"
"231","umi&beny@gmael.com umi","04-08-2019","istimewa pokok ya..jaya trus","5"
"232","Yoga Adventure","04-08-2019","saya coba install ulang sampai 3x, tapi tetap tidak bisa, shopee pay error tidak dapat memuat, pencarian produk juga tidak bisa memuat gambar,","1"
"233","Fred Ay","04-08-2019","Sering Error, foto product gk tampil,udah ganti2 provider kyknya masih aja..ntah gw sendiri ato banyak jg yg mengalami ini.btw ini penilaian pribadi gw","2"
"234","Era Melania","04-08-2019","Saat mau checkout dan akan membayar, ditekan menu ""Bayar Sekarang"" malah tidak bisa. sehingga tidak bisa mengetahui no. virtual account nya. Tolong diperbaiki","1"
"235","Gen Obs","04-08-2019","customer service nya lelet kayak ta*","1"
"236","Aaz Kasep","04-08-2019","simple..tp sayang pilihan kurir sedikit","5"
"237","aaqilah larasati","04-08-2019","lelet, jaringan lancar tapi shopeenya aneh","1"
"238","Anita Cha","04-08-2019","very good. this application really helps you find the item you are looking for. there must be","5"
"239","Garethby Stewart","04-08-2019","setiap buka selalu bermasalah, gak buka aplikasinya di chorome jga kek gitu","1"
"240","Lusan Grafis","04-08-2019","shopie ok","5"
"241","Beautiful Soul","04-08-2019","knp shopee g bisa di akses sama sekali. jgn bilang ""please check your internet connection"" coz its ain't help ok. I've redownloading your app but nothing seams to change change","1"
"242","Andina Ns","04-08-2019","starseller kena biaya admin 1% saatnya pindah ke toko sebelah","3"
"243","Cimon Juju","04-08-2019","terjadi kesalahan mulu taik lah mau check out aja susah anjg","3"
"244","Elfrida Fausthina Lani","04-08-2019","suka dengan aplikasi ini, apalagi sistem pembayaran yg aman, dan menurunkan ketakutan ditipu sm seller2 nakal. hanya saja interfacenya yg saya kurang suka, terlalu ramai, mungkin bila dibuat lebih simpel akan lebih enak dilihat dan digunakan.","4"
"245","Yacob Pata'ba","04-08-2019","Aplikasi paling ribet dapatkan OTP","1"
"246","Charisa Iffana","04-08-2019","puasss.. Kak, hri ni shopeepay lg trouble ap gmn ya? kok g bs muncul laman utk pembayarannya..","5"
"247","Deera X","04-08-2019","Ups! Coba lagi mulu 👎","1"
"248","sugiharto sanjaya","04-08-2019","mantap betul","5"
"249","Hanum Wulandari","04-08-2019","Awalnya aplikasi shopee sangat membantu saya dalam belanja, tetapi akhir"" ini aplikasinya ga bisa terpakai. seringkali keluar tulisan ""TELAH TERJADI KESALAHAN"" seakan2 tidak ada sinyal internet, padahal di aplikasi online shopping lainnya lancar.. sudah uninstall & install kembali berulang2 tetapi t...Full Review","2"
"250","yuni haryanti Yunus","04-08-2019","lu ga perlu jual tiket juga anjir. makin ga guna aplikasi lu.banyak yang bad reviews tapi aplikasi sering eror. cs juga ga guna jawab pertanyaan customer. percuma lu banyak fitur, diskon tapi aplikasi lu eror mulu.","1"
"251","Nani choong","04-08-2019","Sangat membantu nggk usah ribet2 belanja..pengiriman cpat n free ongkir lgi.tanks shopee","5"
"252","Dien Novita","04-08-2019","Kak kenapa kalau mau buka shopee gabisa yah. Mau update juga gabisa. Ada masalah apa ya?","2"
"253","rania zen","04-08-2019","selalu lemot padahal sinyal 4G, apalagi kalau lagi ada event2 besar gitu duuuh lemot sekali...padahal terfavorite banget belanja lewat apps ini...semoga kedepannya bisa lebih baik lg ya","1"
"254","maya putri","04-08-2019","aku mau cari barang terjadi kesalahan mulu gabisa load gambar dan jaringannya padahal 4G udah di update juga udah logout dan login lagi kenapa ya","1"
"255","Rokai W","04-08-2019","suka log out sendiri.","1"
"256","Bayu Purnama","04-08-2019","Selalu tertulis terjadi kesalahahan silakan coba lagi, padahal internet saya gak ada kendala! Ga bisa ngcek pembelian sblumnya! Knapa aplikasinya?","1"
"257","aa mahpudin","04-08-2019","aplikasinya berat gk frendly kyk aplikasi toko sebelah belum kalo buka troli harus cek stok berulang cuma mau hapus satu item buat ganti item lain nunggu loading lagi..","2"
"258","Paulus Calvin","04-08-2019","ini kenapa setiap saya buka selalu ada kata telah terjadi kesalahan, kalau begini kan saya tidak bisa melihat pesanan yang saya pesan, bagaimana proses pengiriman nya, dimana lokasinya sekarang dan saya juga tidak dapak melihat produk produk yang lain, saya terpaksa belanja di online shop yang lain,...Full Review","1"
"259","Afiq Fauzi","04-08-2019","mantap lur,ga dibalas nanti saya kasih bintang satu.","5"
"260","Wahyudi R. Chaniago","04-08-2019","Marketplace paling murah, paling banyak diskon.","5"
"261","Joel Calvary","04-08-2019","—__—","4"
"262","pahrur rozi","04-08-2019","Pas buka gagal trus, dan selalu bilang coba lg pdahal internet gw ada","1"
"263","Rayza Aulia Triarini","04-08-2019","I used to like this app, or I can said that this was my fav e-commers that I trust from the other. BUT recently this app is dissapoint me by not give me the refund of the purchase cancelation. I already try to reaching out the customer service several times by chat and email but they didn't give me ...Full Review","2"
"264","Uli angelina Simbolon","04-08-2019","tolong dong di perbaiki aplikasinya. saya udah install ulang tapi tetap gk bisa berjalan dan selalu ada masalah suruh coba lagi nanti. padahal saya suka blnja di sini. tapi App nya ngeselin","1"
"265","Hanum","04-08-2019","Cuma mau konfirmasi pesanan udah dateng aja selalu gagal. Akhir2 ini susah banget sih ngeloadnya...","1"
"266","Alain Ritzky","04-08-2019",",*""*""!!!!!!!¡","1"
"267","Listhia Setiawan","04-08-2019","Susah banget, setiap kali mau liat produk gabisa, checkout ga bisa, liat keranjang belanja ga bisa, selalu aja muncul ada kesalahan, coba lagi.","1"
"268","Wahyudi Eko","04-08-2019","good","5"
"269","Nur Rohmah","04-08-2019","bagus belanja di shopee enak, masukan aja nih sekali lagi buat para seller yang shopee mall kurang pelayanan kadang lagi online tapi tidak membalas chating. terima kasih","4"
"270","A Google user","04-08-2019","Sudah lumayan lancar, hanya kl kelamaan terbuka aplikasinya malah belanjaan saya jadi lemot, n sering pop up ""Shopee isn't responding"" kezl ga siiiiih... 😍 Edit -->> Uang sy yg mengendap ber-bulan² krn tiba² ga sampai 10 mnt belanjaan dibatalin seller, akhirnya ditransfer shopee ke bank acc sy. Tha...Full Review","3"
"271","siMbakNenK RizZ","04-08-2019","ok","5"
"272","Dwi Kurniawan","04-08-2019","fake app.","1"
"273","Della Amelia","04-08-2019","bagus mwehehe","5"
"274","Đñķ j. Æñģęłş","04-08-2019","gambar sering tidak muncul","1"
"275","Samuel Rilanz","04-08-2019","Terjadi kesalahan terus menerus, tidak bisa buat apa""","1"
"276","Indri Indri","04-08-2019","👍","5"
"277","elisabeth dinda","04-08-2019","can't open","1"
"278","Lyln A","04-08-2019","kenapa kurirnya gk telp dlu??? astaga cod jg knp min 50k?? msi bagusan dlu.","1"
"279","dav_dav me","04-08-2019","Lemot lagi. Masa kali ini ga keluar gambar apapun. warna putih semua. Ud nunggu smp 20 menit msh kaya gitu. Ud close trus open aplikasinya berkali kali tp masih ky gitu. Mending buka di web, lebih cepat. Ini tim yg kelola aplikasinya ga rutin maintenance kali. Untuk sekelas shopee, aplikasinya lebih...Full Review","1"
"280","Vena Panduwinata","04-08-2019","sangat Mengecewakan dikarenakan kalian tidak bisa mengubah ID Dan TIDAK DAPAT MENGHAPUS Indentitas KTP/NO HP yg SUDAH terverifikasi/yg sdh terdaftar...dan CS Tidak Dapat Membantu sama sekali Untuk penghapusan Account!! Gak berguna ada cS nya...","1"
"281","Nasira iznan","04-08-2019","PIHAK SHOPEE TOLONG YA BILANG KE KOLEGA KALIAN UNTUK BAGIAN DELIVER (JNE, J&T, dsb) UNTUK MENELFON DULU KE PEMBELI LETAK RUMAHNYA YANG MANA BARU DIKIRIMKAN, karena klo tidak bgtu bisa saja orang lain yang menerima dan tidak dikembalikkan oleh orang tsb trimakasih!","3"
"282","dan wildan","04-08-2019","aduh penarikan dari shopee pay ke rekening lama banget...","2"
"283","Fadly Iswandy","04-08-2019","very good","5"
"284","에바Eva","04-08-2019","jaringan bagus tapi display shopee ngga muncul2 selalu tertulis terjadi kesalahan","2"
"285","bima rusela","04-08-2019","ini kenapa pas mau dibuka nge-Close sendiri ya","2"
"286","Agustia putri Devi","04-08-2019","akun belanja favorit sayaa sekaliii 😚😍 semua barang ada dan proses pembayaran mudah sekaliii, thanks shopee !🌻","5"
"287","Nanang Arif Kuspriono","04-08-2019","good app lengkap","5"
"288","mas g3mb0ng","04-08-2019","tambah kesini kok tambah lemot apps nya? 😬","2"
"289","Yudha Gt","04-08-2019","sejauh ini menurut saya aplikasinya bagus, dan membantu tapi saya sering kesel karena aplikasinya sering down gambarnya gak ke load padahal sinyal lancar dan sekarang makin update makin gabisa digunakan -_- masa harus pake pc klo udh ada di android, sinyal lancar hp engga low spek, tp giliran nyari ...Full Review","1"
"290","Ari Rama channel","04-08-2019","ups!! telah terjadi kesalahan. silahkan mencoba beberapa saat lagi. itu warning yg setiP kali sya buka aplikasi shopee 😡😡😡😫!!! apa yg terjadi sudh 3 hari ini begini di kedu hp sya sma smua gk bisa beraktivitas di shopee. menghambat kerjaan ku kali orderan ku banyak yg belum selese ni kesel gueee...Full Review","1"
"291","Shania Rahmatika","04-08-2019","nice","5"
"292","Nurul Fatiah","04-08-2019","kecewa sama shopee akhir2 ini bbrp proses bukti transfernya sangat lama bahkan sampe batas pembayaran yg ditentukan pun lewat .. setelah itu pas complain cs nya super lama tanggapinya salahnya. sangat tidak nyaman. voucher ongkir pun udah hitung-hitungan","1"
"293","A Google user","04-08-2019","The newest application is soooooooo annoying! They can't loading even my signal is very strong! I was asked the CS then they stated that I have to update my application while I JUST updated the application yesterday! PLEASE FIX IT!","1"
"294","MM Wiguna","04-08-2019","hidup semakin mudah","5"
"295","Somal Fadjry","04-08-2019","good ..","5"
"296","Rùdy Kéy","04-08-2019","tolong update tidak dapat menggunakan kolom pencarian barang setelah klik ok cuman muncul halam utama shopee dan tidak muncul barang yang dicari","1"
"297","NaErn 127","04-08-2019","^ㅅ^ 고맙다♡","4"
"298","Ijo Asik","04-08-2019","Good apps","5"
"299","danz rzr","04-08-2019","Makasih shopee dah nyaman jualannya cuman aplikasi buat hp jangan terlalu berat produk kadang Gak Suka Tampil.","3"
"300","tyo Sulistiono","04-08-2019","🔥🔥🔥","5"
"301","christianto y","04-08-2019","penipu. harusnya labelnya ""diskon ongkir maks 10k"", bkn gratis ongkir. jdinya ga gratis ongkir seindonesia, orang maks diskon cm 10rb padahal ongkir 10rb++","1"
"302","Rovy Kumaat","03-08-2019","update uninstall reset... selalu tidak ada koneksi. aplikasi payah","1"
"303","SAGITA OCT","03-08-2019","Kenapa setiap masuk tidak ada layanan terus ???!!!!!!!!!!","1"
"304","PengurasData *","03-08-2019","min kenapa gak ada sih charger buat xiaomi","1"
"305","Leena piscesgirl","03-08-2019","sejak update lgsg error.. pada bagian search nya tidak muncul apa2..","1"
"306","Sandra Btg","03-08-2019","lemot kali tiap dibuka. jelek... 👎","4"
"307","lela nasution","03-08-2019","diupdateee kok jadiiii eror yaks","2"
"308","dodi e","03-08-2019","appnya force close terus. gak bisa masuk ke keranjang","2"
"309","Monicha Salma","03-08-2019","👍👍👍👍","5"
"310","deneialova hans","03-08-2019","Easy,.. Like it","5"
"311","naruto heni","03-08-2019","keseringen update","4"
"312","Royce Sulivan","03-08-2019","Kalau saya sih ok, gak ada masalah. Yang saya suka apl ini gak terlalu bikin perubahan model tampilan seperti si lapak hijau yang terlalu sering bikin rubah ini itu jadi bikin bingung. Cukup lancar apl nya, gak terlalu berat, buat saya pengguna hp biasa masih ok. Mudah-mudahan terus sukses shopee. T...Full Review","5"
"313","Evina Huang","03-08-2019","Aplikasi tdk berfungsi. parah","1"
"314","peggy nathania","03-08-2019","kadang bisa di lihat kadang gx bisa lihat , apa gangguan ya sama apps nya.. saya yg mau lihat jadi agk susah, masa jaringan juga mempengaruhi apss juga. makasi","5"
"315","Tiara Aprianti","03-08-2019","aplikasi nya sering erorr . kadang gambarnya ga keluar.","2"
"316","Windy Dewi Sofiantara","03-08-2019","its a good application, sadly there is a lot of bugs","4"
"317","Daniel Vallentino","03-08-2019","Loading nya lama😬","1"
"318","Rahborg79","03-08-2019","payah, shopee live pegang FF ga kuat 👎🏾👎🏾👎🏾 auto uninstall","1"
